,product_id,category,sub_category,price,stock_quantity
567,1_717,Accessoires,Sacs à main,9.99,44
568,0_868,Vêtements,T-shirts,15.96,20
569,0_197,Vêtements,T-shirts,37.99,3
570,2_120,Montres,Montres connectées,42.19,44
571,0_1174,Vêtements,T-shirts,3.52,43
572,0_343,Vêtements,T-shirts,10.99,63
573,1_136,Accessoires,Sacs à main,31.72,2
574,0_877,Vêtements,T-shirts,5.99,50
575,1_502,Accessoires,Sacs à main,4.9,70
576,0_1656,Vêtements,T-shirts,23.26,93
577,1_265,Accessoires,Sacs à main,24.99,11
578,0_1540,Vêtements,T-shirts,18.23,8
579,0_2118,Vêtements,T-shirts,7.23,3
580,0_1872,Vêtements,T-shirts,9.42,55
581,1_448,Accessoires,Sacs à main,13.79,44
582,0_986,Vêtements,T-shirts,16.22,10
583,1_23,Accessoires,Sacs à main,23.99,11
584,1_629,Accessoires,Sacs à main,33.99,30
585,0_482,Vêtements,T-shirts,2.93,34
586,0_1954,Vêtements,T-shirts,8.15,54
587,0_2260,Vêtements,T-shirts,1.84,1
588,0_421,Vêtements,T-shirts,16.99,93
589,0_657,Vêtements,T-shirts,6.99,88
590,0_1398,Vêtements,T-shirts,4.52,47
591,0_1161,Vêtements,T-shirts,31.99,75
592,0_1802,Vêtements,T-shirts,28.97,5
593,0_1662,Vêtements,T-shirts,4.35,45
594,1_471,Accessoires,Sacs à main,31.99,24
595,2_37,Montres,Montres connectées,48.99,55
596,1_235,Accessoires,Sacs à main,37.99,21
597,0_414,Vêtements,T-shirts,12.65,42
598,0_787,Vêtements,T-shirts,7.99,72
599,1_481,Accessoires,Sacs à main,44.99,83
600,2_202,Montres,Montres connectées,67.57,80
601,0_248,Vêtements,T-shirts,7.91,24
602,0_113,Vêtements,T-shirts,16.99,36
603,1_419,Accessoires,Sacs à main,39.99,3
604,0_1988,Vêtements,T-shirts,9.86,75
605,0_444,Vêtements,T-shirts,10.17,87
606,0_748,Vêtements,T-shirts,27.27,80
607,0_2097,Vêtements,T-shirts,1.99,7
608,1_724,Accessoires,Sacs à main,16.94,79
609,0_36,Vêtements,T-shirts,12.57,80
610,0_811,Vêtements,T-shirts,3.99,36
611,1_536,Accessoires,Sacs à main,11.21,3
612,1_351,Accessoires,Sacs à main,28.99,28
613,0_1637,Vêtements,T-shirts,4.99,73
614,2_27,Montres,Montres connectées,73.99,23
615,0_502,Vêtements,T-shirts,3.13,75
616,0_2158,Vêtements,T-shirts,11.25,49
617,0_127,Vêtements,T-shirts,7.99,18
618,1_454,Accessoires,Sacs à main,32.12,15
619,0_1978,Vêtements,T-shirts,23.81,51
620,1_681,Accessoires,Sacs à main,6.99,24
621,0_936,Vêtements,T-shirts,1.69,73
622,2_133,Montres,Montres connectées,109.99,52
623,0_289,Vêtements,T-shirts,36.99,90
624,1_635,Accessoires,Sacs à main,26.99,78
625,1_671,Accessoires,Sacs à main,31.99,13
626,0_1508,Vêtements,T-shirts,8.03,72
627,0_1412,Vêtements,T-shirts,11.73,40
628,0_2059,Vêtements,T-shirts,12.99,46
629,0_979,Vêtements,T-shirts,14.99,49
630,0_775,Vêtements,T-shirts,18.99,35
631,0_1687,Vêtements,T-shirts,18.99,3
632,0_1310,Vêtements,T-shirts,2.21,98
633,1_711,Accessoires,Sacs à main,39.99,43
634,1_654,Accessoires,Sacs à main,38.91,76
635,0_1293,Vêtements,T-shirts,11.99,28
636,0_1182,Vêtements,T-shirts,19.88,5
637,0_511,Vêtements,T-shirts,20.99,16
638,1_380,Accessoires,Sacs à main,8.93,8
639,1_487,Accessoires,Sacs à main,40.99,59
640,0_1672,Vêtements,T-shirts,18.25,98
641,1_396,Accessoires,Sacs à main,18.6,28
642,0_1623,Vêtements,T-shirts,7.99,8
643,0_2263,Vêtements,T-shirts,32.99,54
644,2_183,Montres,Montres connectées,77.99,56
645,0_1871,Vêtements,T-shirts,1.99,39
646,1_283,Accessoires,Sacs à main,14.99,30
647,1_537,Accessoires,Sacs à main,14.99,31
648,0_11,Vêtements,T-shirts,13.99,28
649,1_719,Accessoires,Sacs à main,41.99,52
650,1_34,Accessoires,Sacs à main,27.77,12
651,0_1194,Vêtements,T-shirts,20.92,42
652,1_343,Accessoires,Sacs à main,27.99,12
653,0_1611,Vêtements,T-shirts,11.99,79
654,0_1123,Vêtements,T-shirts,12.99,7
655,0_1684,Vêtements,T-shirts,17.81,76
656,1_179,Accessoires,Sacs à main,15.99,62
657,1_115,Accessoires,Sacs à main,32.99,22
658,0_18,Vêtements,T-shirts,25.49,51
659,0_2124,Vêtements,T-shirts,10.29,33
660,0_2077,Vêtements,T-shirts,3.99,54
661,0_136,Vêtements,T-shirts,13.49,53
662,0_991,Vêtements,T-shirts,19.99,92
663,0_100,Vêtements,T-shirts,20.6,55
664,0_760,Vêtements,T-shirts,15.63,64
665,0_1178,Vêtements,T-shirts,10.13,20
666,0_629,Vêtements,T-shirts,11.99,71
667,0_1010,Vêtements,T-shirts,1.96,29
668,0_849,Vêtements,T-shirts,15.99,60
669,1_303,Accessoires,Sacs à main,13.99,89
670,0_2026,Vêtements,T-shirts,5.56,99
671,0_2224,Vêtements,T-shirts,17.19,41
672,0_850,Vêtements,T-shirts,14.77,20
673,0_1004,Vêtements,T-shirts,8.07,16
674,0_1902,Vêtements,T-shirts,2.28,85
675,1_594,Accessoires,Sacs à main,4.58,6
676,0_1461,Vêtements,T-shirts,11.99,31
677,0_1943,Vêtements,T-shirts,13.99,93
678,0_1739,Vêtements,T-shirts,22.99,72
679,1_190,Accessoires,Sacs à main,14.53,49
680,0_1307,Vêtements,T-shirts,18.99,47
681,1_690,Accessoires,Sacs à main,9.98,43
682,0_544,Vêtements,T-shirts,17.84,7
683,0_1636,Vêtements,T-shirts,9.45,6
684,0_1149,Vêtements,T-shirts,5.99,14
685,0_271,Vêtements,T-shirts,10.99,86
686,0_2138,Vêtements,T-shirts,0.93,60
687,0_90,Vêtements,T-shirts,12.04,38
688,0_2074,Vêtements,T-shirts,8.88,40
689,0_816,Vêtements,T-shirts,6.91,38
690,0_1068,Vêtements,T-shirts,22.13,91
691,0_2128,Vêtements,T-shirts,3.64,68
692,0_916,Vêtements,T-shirts,12.65,43
693,0_639,Vêtements,T-shirts,4.99,96
694,1_324,Accessoires,Sacs à main,31.97,90
695,1_61,Accessoires,Sacs à main,18.99,47
696,0_145,Vêtements,T-shirts,28.99,86
697,1_152,Accessoires,Sacs à main,11.06,73
698,0_1338,Vêtements,T-shirts,9.28,94
699,0_1400,Vêtements,T-shirts,5.15,54
700,0_486,Vêtements,T-shirts,6.38,65
701,0_1251,Vêtements,T-shirts,21.99,23
702,0_1659,Vêtements,T-shirts,9.99,86
703,2_31,Montres,Montres connectées,131.99,51
704,0_2277,Vêtements,T-shirts,10.99,67
705,0_98,Vêtements,T-shirts,13.17,48
706,2_94,Montres,Montres connectées,145.45,10
707,0_803,Vêtements,T-shirts,16.99,98
708,0_844,Vêtements,T-shirts,12.59,35
709,2_69,Montres,Montres connectées,130.99,39
710,0_44,Vêtements,T-shirts,3.96,80
711,0_1916,Vêtements,T-shirts,4.05,50
712,0_2030,Vêtements,T-shirts,13.4,23
713,0_2019,Vêtements,T-shirts,7.99,56
714,0_1360,Vêtements,T-shirts,4.33,72
715,0_1836,Vêtements,T-shirts,6.56,28
716,1_593,Accessoires,Sacs à main,20.99,82
717,1_360,Accessoires,Sacs à main,34.35,78
718,1_660,Accessoires,Sacs à main,22.23,33
719,2_223,Montres,Montres connectées,175.99,39
720,0_569,Vêtements,T-shirts,11.99,25
721,0_2098,Vêtements,T-shirts,14.37,89
722,0_28,Vêtements,T-shirts,27.76,10
723,0_148,Vêtements,T-shirts,3.17,64
724,2_76,Montres,Montres connectées,254.44,25
725,0_1933,Vêtements,T-shirts,15.99,82
726,0_1320,Vêtements,T-shirts,12.08,64
727,0_1145,Vêtements,T-shirts,6.99,77
728,0_1689,Vêtements,T-shirts,2.99,51
729,0_826,Vêtements,T-shirts,6.89,52
730,0_219,Vêtements,T-shirts,13.99,30
731,0_407,Vêtements,T-shirts,15.99,71
732,0_727,Vêtements,T-shirts,12.99,53
733,0_1365,Vêtements,T-shirts,2.99,14
734,0_875,Vêtements,T-shirts,21.99,3
735,0_396,Vêtements,T-shirts,7.67,69
736,0_1062,Vêtements,T-shirts,20.08,2
737,0_451,Vêtements,T-shirts,7.99,84
738,0_1140,Vêtements,T-shirts,3.73,20
739,0_1462,Vêtements,T-shirts,31.67,89
740,1_403,Accessoires,Sacs à main,17.99,11
741,0_899,Vêtements,T-shirts,19.99,54
742,1_315,Accessoires,Sacs à main,66.99,97
743,1_99,Accessoires,Sacs à main,21.99,51
744,1_122,Accessoires,Sacs à main,35.93,92
745,1_321,Accessoires,Sacs à main,9.99,29
746,0_1594,Vêtements,T-shirts,3.33,90
747,0_110,Vêtements,T-shirts,29.04,99
748,2_188,Montres,Montres connectées,73.72,38
749,0_1334,Vêtements,T-shirts,17.74,35
750,0_1641,Vêtements,T-shirts,14.99,42
751,0_955,Vêtements,T-shirts,7.99,54
752,0_1548,Vêtements,T-shirts,9.66,95
753,2_118,Montres,Montres connectées,96.56,9
754,0_2143,Vêtements,T-shirts,24.99,79
755,0_126,Vêtements,T-shirts,9.19,59
756,0_953,Vêtements,T-shirts,26.99,81
757,0_1516,Vêtements,T-shirts,11.43,98
758,1_619,Accessoires,Sacs à main,12.99,13
759,0_675,Vêtements,T-shirts,19.99,19
760,1_450,Accessoires,Sacs à main,31.64,98
761,1_213,Accessoires,Sacs à main,19.99,9
762,1_128,Accessoires,Sacs à main,48.63,87
763,1_480,Accessoires,Sacs à main,19.08,20
764,0_1626,Vêtements,T-shirts,14.02,78
765,1_309,Accessoires,Sacs à main,7.99,56
766,2_81,Montres,Montres connectées,86.99,6
767,0_691,Vêtements,T-shirts,5.99,25
768,0_1603,Vêtements,T-shirts,8.99,93
769,2_107,Montres,Montres connectées,33.99,3
770,0_308,Vêtements,T-shirts,18.25,96
771,0_196,Vêtements,T-shirts,11.52,10
772,0_713,Vêtements,T-shirts,1.99,28
773,0_1834,Vêtements,T-shirts,15.14,98
774,0_1252,Vêtements,T-shirts,4.31,16
775,0_260,Vêtements,T-shirts,1.73,18
776,0_2043,Vêtements,T-shirts,13.99,22
777,0_2247,Vêtements,T-shirts,2.99,45
778,0_1269,Vêtements,T-shirts,2.99,35
779,1_82,Accessoires,Sacs à main,31.81,33
780,0_1083,Vêtements,T-shirts,16.99,15
781,0_2014,Vêtements,T-shirts,21.23,35
782,1_281,Accessoires,Sacs à main,23.99,61
783,1_97,Accessoires,Sacs à main,23.99,55
784,0_1652,Vêtements,T-shirts,10.7,48
785,2_40,Montres,Montres connectées,228.11,53
786,0_9,Vêtements,T-shirts,31.99,43
787,0_1526,Vêtements,T-shirts,6.62,90
788,0_2066,Vêtements,T-shirts,14.7,7
789,0_1768,Vêtements,T-shirts,8.92,53
790,0_680,Vêtements,T-shirts,7.43,29
791,2_147,Montres,Montres connectées,181.99,18
792,0_1987,Vêtements,T-shirts,6.99,91
793,0_1119,Vêtements,T-shirts,2.99,45
794,0_1155,Vêtements,T-shirts,2.99,38
795,0_1230,Vêtements,T-shirts,12.83,6
796,1_468,Accessoires,Sacs à main,17.75,61
797,0_873,Vêtements,T-shirts,2.99,58
798,0_587,Vêtements,T-shirts,1.99,38
799,0_463,Vêtements,T-shirts,21.99,67
800,0_2166,Vêtements,T-shirts,0.97,29
801,0_333,Vêtements,T-shirts,3.99,8
802,0_1,Vêtements,T-shirts,10.99,77
803,0_2226,Vêtements,T-shirts,21.89,77
804,0_65,Vêtements,T-shirts,8.99,61
805,0_1615,Vêtements,T-shirts,1.99,97
806,0_529,Vêtements,T-shirts,5.99,32
807,1_10,Accessoires,Sacs à main,78.83,36
808,0_1578,Vêtements,T-shirts,17.79,69
809,0_2304,Vêtements,T-shirts,15.86,87
810,0_1014,Vêtements,T-shirts,1.15,91
811,0_1274,Vêtements,T-shirts,7.86,29
812,0_236,Vêtements,T-shirts,4.65,81
813,0_779,Vêtements,T-shirts,12.99,18
814,0_263,Vêtements,T-shirts,4.99,40
815,0_220,Vêtements,T-shirts,3.72,13
816,1_553,Accessoires,Sacs à main,52.99,5
817,0_2103,Vêtements,T-shirts,8.99,1
818,1_644,Accessoires,Sacs à main,25.79,87
819,0_155,Vêtements,T-shirts,5.99,73
820,0_783,Vêtements,T-shirts,3.99,36
821,0_766,Vêtements,T-shirts,2.16,72
822,0_1344,Vêtements,T-shirts,19.04,8
823,1_13,Accessoires,Sacs à main,80.99,85
824,0_630,Vêtements,T-shirts,11.32,56
825,0_1646,Vêtements,T-shirts,14.85,59
826,0_754,Vêtements,T-shirts,5.1,41
827,2_8,Montres,Montres connectées,73.18,42
828,0_324,Vêtements,T-shirts,1.18,57
829,1_604,Accessoires,Sacs à main,36.42,90
830,0_1528,Vêtements,T-shirts,11.38,5
831,0_1005,Vêtements,T-shirts,20.99,26
832,1_616,Accessoires,Sacs à main,29.02,81
833,0_135,Vêtements,T-shirts,12.99,47
834,1_35,Accessoires,Sacs à main,45.99,7
835,0_2235,Vêtements,T-shirts,13.99,20
836,1_201,Accessoires,Sacs à main,23.99,78
837,0_1342,Vêtements,T-shirts,19.49,90
838,0_1126,Vêtements,T-shirts,11.78,60
839,0_38,Vêtements,T-shirts,3.68,59
840,0_46,Vêtements,T-shirts,5.58,4
841,0_1050,Vêtements,T-shirts,12.51,43
842,0_859,Vêtements,T-shirts,16.99,98
843,0_1436,Vêtements,T-shirts,1.32,31
844,1_706,Accessoires,Sacs à main,24.66,77
845,1_0,Accessoires,Sacs à main,31.82,38
846,0_17,Vêtements,T-shirts,6.99,57
847,0_180,Vêtements,T-shirts,0.97,96
848,1_379,Accessoires,Sacs à main,26.99,43
849,0_2184,Vêtements,T-shirts,10.36,87
850,0_1712,Vêtements,T-shirts,7.24,81
851,1_168,Accessoires,Sacs à main,57.45,61
852,2_136,Montres,Montres connectées,103.92,30
853,0_2141,Vêtements,T-shirts,11.99,86
854,0_900,Vêtements,T-shirts,11.89,58
855,0_836,Vêtements,T-shirts,3.76,58
856,0_1522,Vêtements,T-shirts,5.16,43
857,0_264,Vêtements,T-shirts,6.44,49
858,0_1583,Vêtements,T-shirts,15.99,84
859,0_181,Vêtements,T-shirts,5.99,88
860,1_577,Accessoires,Sacs à main,32.99,60
861,1_280,Accessoires,Sacs à main,15.59,34
862,0_1394,Vêtements,T-shirts,15.63,30
863,0_1489,Vêtements,T-shirts,10.99,93
864,0_1837,Vêtements,T-shirts,10.99,76
865,0_2234,Vêtements,T-shirts,10.67,61
866,0_1959,Vêtements,T-shirts,3.99,76
867,0_721,Vêtements,T-shirts,5.99,46
868,0_19,Vêtements,T-shirts,4.99,87
869,0_2080,Vêtements,T-shirts,12.76,34
870,0_446,Vêtements,T-shirts,13.49,45
871,0_968,Vêtements,T-shirts,3.06,60
872,1_591,Accessoires,Sacs à main,39.99,10
873,1_282,Accessoires,Sacs à main,23.2,49
874,0_95,Vêtements,T-shirts,9.99,7
875,2_182,Montres,Montres connectées,106.52,94
876,1_302,Accessoires,Sacs à main,34.97,92
877,0_1975,Vêtements,T-shirts,7.99,44
878,1_679,Accessoires,Sacs à main,79.99,6
879,0_82,Vêtements,T-shirts,9.98,86
880,0_710,Vêtements,T-shirts,3.72,77
881,1_670,Accessoires,Sacs à main,29.55,10
882,0_1430,Vêtements,T-shirts,16.47,92
883,0_92,Vêtements,T-shirts,9.63,74
884,1_400,Accessoires,Sacs à main,16.6,40
885,0_926,Vêtements,T-shirts,8.1,35
886,0_585,Vêtements,T-shirts,9.99,56
887,0_1205,Vêtements,T-shirts,10.99,81
888,0_1685,Vêtements,T-shirts,9.99,44
889,0_496,Vêtements,T-shirts,11.02,78
890,0_1106,Vêtements,T-shirts,14.27,58
891,0_2092,Vêtements,T-shirts,14.17,89
892,2_47,Montres,Montres connectées,36.99,89
893,0_589,Vêtements,T-shirts,13.99,76
894,0_1094,Vêtements,T-shirts,16.98,19
895,0_2047,Vêtements,T-shirts,5.99,80
896,0_820,Vêtements,T-shirts,1.32,56
897,0_2050,Vêtements,T-shirts,3.4,25
898,0_1367,Vêtements,T-shirts,11.99,76
899,0_256,Vêtements,T-shirts,27.81,61
900,2_9,Montres,Montres connectées,54.99,35
901,0_1190,Vêtements,T-shirts,6.63,81
902,0_204,Vêtements,T-shirts,2.36,24
903,0_2297,Vêtements,T-shirts,28.99,69
904,2_16,Montres,Montres connectées,84.29,55
905,0_1897,Vêtements,T-shirts,20.99,2
906,0_1168,Vêtements,T-shirts,11.91,13
907,0_684,Vêtements,T-shirts,8.17,77
908,0_1204,Vêtements,T-shirts,3.44,74
909,0_1193,Vêtements,T-shirts,9.99,82
910,0_1112,Vêtements,T-shirts,7.27,45
911,0_1059,Vêtements,T-shirts,18.99,91
912,1_674,Accessoires,Sacs à main,40.06,67
913,0_1458,Vêtements,T-shirts,6.55,4
914,0_695,Vêtements,T-shirts,25.99,86
915,1_585,Accessoires,Sacs à main,19.99,43
916,0_1947,Vêtements,T-shirts,12.99,86
917,2_53,Montres,Montres connectées,93.99,7
918,0_1474,Vêtements,T-shirts,9.88,96
919,0_924,Vêtements,T-shirts,4.01,58
920,2_82,Montres,Montres connectées,75.81,21
921,0_1000,Vêtements,T-shirts,6.84,61
922,0_2152,Vêtements,T-shirts,16.69,15
923,0_466,Vêtements,T-shirts,3.61,6
924,2_233,Montres,Montres connectées,172.99,12
925,1_556,Accessoires,Sacs à main,24.47,17
926,1_19,Accessoires,Sacs à main,18.99,75
927,0_551,Vêtements,T-shirts,12.99,10
928,0_1114,Vêtements,T-shirts,2.08,23
929,0_1538,Vêtements,T-shirts,8.61,47
930,0_205,Vêtements,T-shirts,4.99,40
931,1_366,Accessoires,Sacs à main,28.54,32
932,2_106,Montres,Montres connectées,110.08,44
933,2_92,Montres,Montres connectées,78.05,89
934,0_1730,Vêtements,T-shirts,5.03,4
935,0_1880,Vêtements,T-shirts,14.91,69
936,0_2079,Vêtements,T-shirts,9.99,3
937,1_7,Accessoires,Sacs à main,48.99,76
938,0_2096,Vêtements,T-shirts,14.84,4
939,0_1057,Vêtements,T-shirts,19.99,77
940,0_1840,Vêtements,T-shirts,1.28,30
941,0_815,Vêtements,T-shirts,10.99,35
942,0_1187,Vêtements,T-shirts,6.99,49
943,0_1567,Vêtements,T-shirts,16.99,53
944,1_731,Accessoires,Sacs à main,11.99,28
945,0_2169,Vêtements,T-shirts,0.99,64
946,2_2,Montres,Montres connectées,300.0,79
947,1_6,Accessoires,Sacs à main,26.68,82
948,0_550,Vêtements,T-shirts,13.9,18
949,0_218,Vêtements,T-shirts,15.27,80
950,0_881,Vêtements,T-shirts,18.99,29
951,1_71,Accessoires,Sacs à main,34.99,32
952,1_239,Accessoires,Sacs à main,13.99,83
953,1_664,Accessoires,Sacs à main,47.83,19
954,0_798,Vêtements,T-shirts,6.82,92
955,2_185,Montres,Montres connectées,43.99,87
956,1_696,Accessoires,Sacs à main,37.2,31
957,0_2231,Vêtements,T-shirts,13.99,34
958,1_181,Accessoires,Sacs à main,7.99,75
959,0_123,Vêtements,T-shirts,14.99,50
960,1_511,Accessoires,Sacs à main,2.99,38
961,1_558,Accessoires,Sacs à main,24.51,46
962,0_383,Vêtements,T-shirts,16.99,71
963,0_59,Vêtements,T-shirts,14.99,93
964,0_490,Vêtements,T-shirts,12.45,55
965,2_95,Montres,Montres connectées,98.99,43
966,0_905,Vêtements,T-shirts,5.99,55
967,0_1693,Vêtements,T-shirts,8.99,13
968,0_162,Vêtements,T-shirts,9.82,70
969,2_5,Montres,Montres connectées,191.99,20
970,0_593,Vêtements,T-shirts,8.99,32
971,1_409,Accessoires,Sacs à main,55.99,23
972,0_1259,Vêtements,T-shirts,11.99,54
973,0_1131,Vêtements,T-shirts,17.99,1
974,0_176,Vêtements,T-shirts,12.6,80
975,2_79,Montres,Montres connectées,55.99,76
976,0_1613,Vêtements,T-shirts,8.99,41
977,0_641,Vêtements,T-shirts,3.99,59
978,0_1881,Vêtements,T-shirts,7.99,71
979,1_68,Accessoires,Sacs à main,30.95,99
980,1_247,Accessoires,Sacs à main,20.99,95
981,0_533,Vêtements,T-shirts,3.99,58
982,1_4,Accessoires,Sacs à main,24.21,79
983,0_1980,Vêtements,T-shirts,3.15,89
984,0_2275,Vêtements,T-shirts,0.99,77
985,0_1328,Vêtements,T-shirts,8.52,43
986,0_1550,Vêtements,T-shirts,1.21,40
987,0_1322,Vêtements,T-shirts,4.33,7
988,0_1109,Vêtements,T-shirts,29.99,68
989,0_1566,Vêtements,T-shirts,9.04,99
990,0_1329,Vêtements,T-shirts,0.99,52
991,0_2123,Vêtements,T-shirts,9.99,37
992,1_338,Accessoires,Sacs à main,61.38,89
993,0_890,Vêtements,T-shirts,2.81,10
994,1_418,Accessoires,Sacs à main,37.85,6
995,1_9,Accessoires,Sacs à main,7.99,42
996,0_88,Vêtements,T-shirts,8.3,7
997,2_32,Montres,Montres connectées,55.79,64
998,0_267,Vêtements,T-shirts,6.99,58
999,0_930,Vêtements,T-shirts,12.91,77
1000,0_0,Vêtements,T-shirts,3.75,96
1001,0_1642,Vêtements,T-shirts,14.78,71
1002,0_578,Vêtements,T-shirts,11.16,38
1003,0_614,Vêtements,T-shirts,10.71,73
1004,1_87,Accessoires,Sacs à main,58.99,70
1005,0_785,Vêtements,T-shirts,3.99,55
1006,0_1162,Vêtements,T-shirts,17.56,16
1007,2_195,Montres,Montres connectées,116.99,32
1008,2_219,Montres,Montres connectées,86.99,26
1009,0_1437,Vêtements,T-shirts,3.99,91
1010,2_150,Montres,Montres connectées,157.63,16
1011,0_2160,Vêtements,T-shirts,22.2,50
1012,1_287,Accessoires,Sacs à main,29.99,83
1013,0_2119,Vêtements,T-shirts,9.99,10
1014,0_842,Vêtements,T-shirts,3.07,57
1015,0_2217,Vêtements,T-shirts,24.99,36
1016,0_772,Vêtements,T-shirts,16.87,69
1017,0_363,Vêtements,T-shirts,5.99,73
1018,0_2206,Vêtements,T-shirts,6.14,47
1019,1_372,Accessoires,Sacs à main,30.12,41
1020,0_1789,Vêtements,T-shirts,4.99,59
1021,1_356,Accessoires,Sacs à main,33.26,36
1022,0_958,Vêtements,T-shirts,15.31,45
1023,0_1351,Vêtements,T-shirts,8.99,59
1024,0_450,Vêtements,T-shirts,11.8,45
1025,0_1886,Vêtements,T-shirts,20.56,13
1026,0_214,Vêtements,T-shirts,11.72,97
1027,0_621,Vêtements,T-shirts,1.99,10
1028,0_1376,Vêtements,T-shirts,16.24,47
1029,0_664,Vêtements,T-shirts,5.13,8
1030,0_1318,Vêtements,T-shirts,20.92,96
1031,1_159,Accessoires,Sacs à main,52.99,25
1032,0_552,Vêtements,T-shirts,21.3,62
1033,0_27,Vêtements,T-shirts,21.99,44
1034,0_130,Vêtements,T-shirts,6.9,51
1035,2_36,Montres,Montres connectées,110.98,35
1036,1_624,Accessoires,Sacs à main,36.82,33
1037,1_44,Accessoires,Sacs à main,14.49,86
1038,0_1195,Vêtements,T-shirts,6.99,73
1039,0_200,Vêtements,T-shirts,18.28,63
1040,1_425,Accessoires,Sacs à main,16.99,73
1041,0_1196,Vêtements,T-shirts,6.51,38
1042,1_712,Accessoires,Sacs à main,25.48,58
1043,1_354,Accessoires,Sacs à main,68.49,61
1044,0_2038,Vêtements,T-shirts,4.39,67
1045,0_950,Vêtements,T-shirts,11.34,32
1046,0_1665,Vêtements,T-shirts,15.99,4
1047,0_1605,Vêtements,T-shirts,6.99,38
1048,0_284,Vêtements,T-shirts,14.9,18
1049,0_1692,Vêtements,T-shirts,13.36,21
1050,1_524,Accessoires,Sacs à main,22.02,4
1051,0_1667,Vêtements,T-shirts,7.99,70
1052,0_1853,Vêtements,T-shirts,11.99,95
1053,0_1054,Vêtements,T-shirts,8.11,66
1054,0_1336,Vêtements,T-shirts,21.09,58
1055,1_662,Accessoires,Sacs à main,6.04,68
1056,1_249,Accessoires,Sacs à main,22.99,13
1057,0_931,Vêtements,T-shirts,19.99,44
1058,1_153,Accessoires,Sacs à main,22.99,3
1059,1_718,Accessoires,Sacs à main,21.39,4
1060,0_348,Vêtements,T-shirts,10.73,8
1061,0_57,Vêtements,T-shirts,14.99,70
1062,0_1108,Vêtements,T-shirts,17.45,13
1063,0_1137,Vêtements,T-shirts,7.99,95
1064,0_1727,Vêtements,T-shirts,10.99,35
1065,0_1703,Vêtements,T-shirts,21.99,31
1066,0_1822,Vêtements,T-shirts,14.92,90
1067,0_832,Vêtements,T-shirts,10.85,82
1068,0_137,Vêtements,T-shirts,31.99,81
1069,0_190,Vêtements,T-shirts,8.01,16
1070,0_1007,Vêtements,T-shirts,4.99,49
1071,0_1455,Vêtements,T-shirts,8.99,88
1072,2_148,Montres,Montres connectées,64.85,16
1073,0_2091,Vêtements,T-shirts,2.99,61
1074,1_653,Accessoires,Sacs à main,25.99,50
1075,2_197,Montres,Montres connectées,80.99,95
1076,0_1419,Vêtements,T-shirts,8.99,54
1077,1_513,Accessoires,Sacs à main,35.99,43
1078,0_944,Vêtements,T-shirts,13.38,76
1079,0_470,Vêtements,T-shirts,9.61,90
1080,2_61,Montres,Montres connectées,39.99,35
1081,0_81,Vêtements,T-shirts,5.99,4
1082,0_1170,Vêtements,T-shirts,4.19,98
1083,0_833,Vêtements,T-shirts,2.99,24
1084,1_108,Accessoires,Sacs à main,45.03,71
1085,0_1841,Vêtements,T-shirts,17.99,8
1086,0_1763,Vêtements,T-shirts,27.99,11
1087,0_1281,Vêtements,T-shirts,12.99,10
1088,0_507,Vêtements,T-shirts,18.99,19
1089,0_2307,Vêtements,T-shirts,6.99,84
1090,0_1805,Vêtements,T-shirts,1.99,94
1091,0_1903,Vêtements,T-shirts,5.99,62
1092,0_2106,Vêtements,T-shirts,13.94,75
1093,2_218,Montres,Montres connectées,89.54,15
1094,1_516,Accessoires,Sacs à main,24.24,35
1095,0_867,Vêtements,T-shirts,7.99,79
1096,1_555,Accessoires,Sacs à main,32.99,9
1097,0_2155,Vêtements,T-shirts,21.99,18
1098,0_1118,Vêtements,T-shirts,3.64,36
1099,2_12,Montres,Montres connectées,57.91,88
1100,2_20,Montres,Montres connectées,83.51,38
1101,1_622,Accessoires,Sacs à main,17.41,15
1102,0_174,Vêtements,T-shirts,5.25,75
1103,0_960,Vêtements,T-shirts,10.89,57
1104,0_1735,Vêtements,T-shirts,26.99,97
1105,0_177,Vêtements,T-shirts,19.99,83
1106,0_626,Vêtements,T-shirts,5.4,98
1107,0_350,Vêtements,T-shirts,6.5,60
1108,0_2229,Vêtements,T-shirts,4.99,38
1109,1_515,Accessoires,Sacs à main,17.99,63
1110,1_551,Accessoires,Sacs à main,14.99,10
1111,0_564,Vêtements,T-shirts,4.15,31
1112,0_1373,Vêtements,T-shirts,18.99,92
1113,0_1055,Vêtements,T-shirts,7.99,86
1114,0_2185,Vêtements,T-shirts,9.99,38
1115,0_139,Vêtements,T-shirts,2.99,6
1116,2_173,Montres,Montres connectées,155.99,7
1117,0_1609,Vêtements,T-shirts,18.99,54
1118,0_2028,Vêtements,T-shirts,13.37,90
1119,0_1330,Vêtements,T-shirts,10.44,17
1120,1_91,Accessoires,Sacs à main,20.99,9
1121,0_1719,Vêtements,T-shirts,5.99,58
1122,0_703,Vêtements,T-shirts,3.99,89
1123,0_397,Vêtements,T-shirts,13.99,30
1124,0_327,Vêtements,T-shirts,14.99,75
1125,0_312,Vêtements,T-shirts,11.39,59
1126,0_194,Vêtements,T-shirts,10.56,39
1127,0_1210,Vêtements,T-shirts,16.44,69
1128,0_2057,Vêtements,T-shirts,8.99,36
1129,1_252,Accessoires,Sacs à main,39.33,26
1130,0_1710,Vêtements,T-shirts,4.53,99
